T   rho
198.15	1.783
223.15	1.582
248.15	1.422
258.15	1.367
263.15	1.341
268.15	1.316
273.15	1.292
278.15	1.268
283.15	1.246
288.15	1.225
293.15	1.204
298.15	1.184
303.15	1.164
313.15	1.127
323.15	1.093
333.15	1.06
353.15	1
373.15	0.9467
398.15	0.8868
423.15	0.8338
448.15	0.7868
473.15	0.7451
498.15	0.7078
573.15	0.6168
673.15	0.5238
773.15	0.4567
873.15	0.4043
973.15	0.3626
1073.15	0.3289
1173.15	0.3009
1273.15	0.2773
1373.15	0.2571


